location,Type of House,Price of m2,Land Area,Total Price Number,Total Price
"Phường 7, Quận 3",Biệt thự,402.5,440,177100.0,177.1 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,460,185150.0,185.15 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,480,193200.0,193.2 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,500,201250.0,201.25 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,520,209300.0,209.3 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,540,217350.0,217.35 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,560,225400.0,225.4 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,580,233450.0,233.45 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,600,241500.0,241.5 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,620,249550.0,249.55 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,640,257600.0,257.6 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,660,265650.0,265.65 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,680,273700.0,273.7 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,700,281750.0,281.75 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,720,289800.0,289.8 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,740,297850.0,297.85 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,760,305900.0,305.9 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,780,313950.0,313.95 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,800,322000.0,322.0 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,820,330050.0,330.05 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,840,338100.0,338.1 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,860,346150.0,346.15 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,880,354200.0,354.2 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,900,362250.0,362.25 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,920,370300.0,370.3 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,940,378350.0,378.35 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,960,386400.0,386.4 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,980,394450.0,394.45 tỷ
"Phường 7, Quận 3",Biệt thự,402.5,1000,402500.0,402.5 tỷ
"Phường 7, Quận 3",Nhà hẻm,166.75,40,6670.0,6.67 tỷ
"Phường 7, Quận 3",Nhà hẻm,166.75,60,10005.0,10.01 tỷ
"Phường 7, Quận 3",Nhà hẻm,166.75,80,13340.0,13.34 tỷ
"Phường 7, Quận 3",Nhà hẻm,166.75,100,16675.0,16.68 tỷ
"Phường 7, Quận 3",Nhà hẻm,166.75,120,20010.0,20.01 tỷ
"Phường 7, Quận 3",Nhà hẻm,166.75,140,23345.0,23.34 tỷ
"Phường 7, Quận 3",Nhà hẻm,166.75,160,26680.0,26.68 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,60,6210.0,6.21 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,80,8280.0,8.28 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,100,10350.0,10.35 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,120,12420.0,12.42 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,140,14490.0,14.49 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,160,16560.0,16.56 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,180,18630.0,18.63 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,200,20700.0,20.7 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,220,22770.0,22.77 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,240,24840.0,24.84 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,260,26910.0,26.91 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,280,28980.0,28.98 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,300,31050.0,31.05 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,320,33120.0,33.12 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,340,35190.0,35.19 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,360,37260.0,37.26 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,380,39330.0,39.33 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,400,41400.0,41.4 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,420,43470.0,43.47 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,440,45540.0,45.54 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,460,47610.0,47.61 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,480,49680.0,49.68 tỷ
"Phường 7, Quận 3",Đất thổ cư,103.5,500,51750.0,51.75 tỷ
"Phường 7, Quận 3",Chung cư,60.37,30,1811.1,1.81 tỷ
"Phường 7, Quận 3",Chung cư,60.37,50,3018.5,3.02 tỷ
"Phường 7, Quận 3",Chung cư,60.37,70,4225.9,4.23 tỷ
"Phường 7, Quận 3",Chung cư,60.37,90,5433.3,5.43 tỷ
"Phường 7, Quận 3",Chung cư,60.37,110,6640.7,6.64 tỷ
"Phường 7, Quận 3",Chung cư,60.37,130,7848.099999999999,7.85 tỷ
"Phường 7, Quận 3",Chung cư,60.37,150,9055.5,9.06 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,60,19764.0,19.76 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,80,26352.0,26.35 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,100,32940.0,32.94 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,120,39528.0,39.53 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,140,46116.0,46.12 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,160,52704.0,52.7 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,180,59291.99999999999,59.29 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,200,65880.0,65.88 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,220,72468.0,72.47 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,240,79056.0,79.06 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,260,85644.0,85.64 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,280,92232.0,92.23 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,300,98820.0,98.82 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,320,105408.0,105.41 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,340,111995.99999999999,112.0 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,360,118583.99999999999,118.58 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,380,125171.99999999999,125.17 tỷ
"Phường 8, Quận 3",Nhà mặt tiền,329.4,400,131760.0,131.76 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,200,75600.0,75.6 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,220,83160.0,83.16 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,240,90720.0,90.72 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,260,98280.0,98.28 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,280,105840.0,105.84 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,300,113400.0,113.4 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,320,120960.0,120.96 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,340,128520.0,128.52 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,360,136080.0,136.08 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,380,143640.0,143.64 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,400,151200.0,151.2 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,420,158760.0,158.76 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,440,166320.0,166.32 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,460,173880.0,173.88 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,480,181440.0,181.44 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,500,189000.0,189.0 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,520,196560.0,196.56 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,540,204120.0,204.12 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,560,211680.0,211.68 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,580,219240.0,219.24 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,600,226800.0,226.8 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,620,234360.0,234.36 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,640,241920.0,241.92 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,660,249480.0,249.48 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,680,257040.0,257.04 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,700,264600.0,264.6 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,720,272160.0,272.16 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,740,279720.0,279.72 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,760,287280.0,287.28 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,780,294840.0,294.84 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,800,302400.0,302.4 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,820,309960.0,309.96 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,840,317520.0,317.52 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,860,325080.0,325.08 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,880,332640.0,332.64 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,900,340200.0,340.2 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,920,347760.0,347.76 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,940,355320.0,355.32 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,960,362880.0,362.88 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,980,370440.0,370.44 tỷ
"Phường 8, Quận 3",Biệt thự,378.0,1000,378000.0,378.0 tỷ
"Phường 8, Quận 3",Nhà hẻm,156.6,40,6264.0,6.26 tỷ
"Phường 8, Quận 3",Nhà hẻm,156.6,60,9396.0,9.4 tỷ
"Phường 8, Quận 3",Nhà hẻm,156.6,80,12528.0,12.53 tỷ
"Phường 8, Quận 3",Nhà hẻm,156.6,100,15660.0,15.66 tỷ
"Phường 8, Quận 3",Nhà hẻm,156.6,120,18792.0,18.79 tỷ
"Phường 8, Quận 3",Nhà hẻm,156.6,140,21924.0,21.92 tỷ
"Phường 8, Quận 3",Nhà hẻm,156.6,160,25056.0,25.06 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,60,5832.0,5.83 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,80,7776.0,7.78 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,100,9720.0,9.72 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,120,11664.0,11.66 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,140,13608.0,13.61 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,160,15552.0,15.55 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,180,17496.0,17.5 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,200,19440.0,19.44 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,220,21384.0,21.38 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,240,23328.0,23.33 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,260,25272.0,25.27 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,280,27216.0,27.22 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,300,29160.0,29.16 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,320,31104.0,31.1 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,340,33048.0,33.05 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,360,34992.0,34.99 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,380,36936.0,36.94 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,400,38880.0,38.88 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,420,40824.0,40.82 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,440,42768.0,42.77 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,460,44712.0,44.71 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,480,46656.0,46.66 tỷ
"Phường 8, Quận 3",Đất thổ cư,97.2,500,48600.0,48.6 tỷ
"Phường 8, Quận 3",Chung cư,56.7,30,1701.0,1.7 tỷ
"Phường 8, Quận 3",Chung cư,56.7,50,2835.0,2.83 tỷ
"Phường 8, Quận 3",Chung cư,56.7,70,3969.0,3.97 tỷ
"Phường 8, Quận 3",Chung cư,56.7,90,5103.0,5.1 tỷ
"Phường 8, Quận 3",Chung cư,56.7,110,6237.0,6.24 tỷ
"Phường 8, Quận 3",Chung cư,56.7,130,7371.0,7.37 tỷ
"Phường 8, Quận 3",Chung cư,56.7,150,8505.0,8.51 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,60,19764.0,19.76 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,80,26352.0,26.35 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,100,32940.0,32.94 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,120,39528.0,39.53 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,140,46116.0,46.12 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,160,52704.0,52.7 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,180,59291.99999999999,59.29 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,200,65880.0,65.88 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,220,72468.0,72.47 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,240,79056.0,79.06 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,260,85644.0,85.64 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,280,92232.0,92.23 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,300,98820.0,98.82 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,320,105408.0,105.41 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,340,111995.99999999999,112.0 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,360,118583.99999999999,118.58 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,380,125171.99999999999,125.17 tỷ
"Phường 9, Quận 3",Nhà mặt tiền,329.4,400,131760.0,131.76 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,200,75600.0,75.6 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,220,83160.0,83.16 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,240,90720.0,90.72 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,260,98280.0,98.28 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,280,105840.0,105.84 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,300,113400.0,113.4 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,320,120960.0,120.96 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,340,128520.0,128.52 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,360,136080.0,136.08 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,380,143640.0,143.64 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,400,151200.0,151.2 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,420,158760.0,158.76 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,440,166320.0,166.32 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,460,173880.0,173.88 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,480,181440.0,181.44 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,500,189000.0,189.0 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,520,196560.0,196.56 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,540,204120.0,204.12 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,560,211680.0,211.68 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,580,219240.0,219.24 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,600,226800.0,226.8 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,620,234360.0,234.36 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,640,241920.0,241.92 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,660,249480.0,249.48 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,680,257040.0,257.04 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,700,264600.0,264.6 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,720,272160.0,272.16 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,740,279720.0,279.72 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,760,287280.0,287.28 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,780,294840.0,294.84 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,800,302400.0,302.4 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,820,309960.0,309.96 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,840,317520.0,317.52 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,860,325080.0,325.08 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,880,332640.0,332.64 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,900,340200.0,340.2 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,920,347760.0,347.76 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,940,355320.0,355.32 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,960,362880.0,362.88 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,980,370440.0,370.44 tỷ
"Phường 9, Quận 3",Biệt thự,378.0,1000,378000.0,378.0 tỷ
"Phường 9, Quận 3",Nhà hẻm,156.6,40,6264.0,6.26 tỷ
"Phường 9, Quận 3",Nhà hẻm,156.6,60,9396.0,9.4 tỷ
"Phường 9, Quận 3",Nhà hẻm,156.6,80,12528.0,12.53 tỷ
"Phường 9, Quận 3",Nhà hẻm,156.6,100,15660.0,15.66 tỷ
"Phường 9, Quận 3",Nhà hẻm,156.6,120,18792.0,18.79 tỷ
"Phường 9, Quận 3",Nhà hẻm,156.6,140,21924.0,21.92 tỷ
"Phường 9, Quận 3",Nhà hẻm,156.6,160,25056.0,25.06 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,60,5832.0,5.83 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,80,7776.0,7.78 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,100,9720.0,9.72 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,120,11664.0,11.66 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,140,13608.0,13.61 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,160,15552.0,15.55 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,180,17496.0,17.5 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,200,19440.0,19.44 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,220,21384.0,21.38 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,240,23328.0,23.33 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,260,25272.0,25.27 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,280,27216.0,27.22 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,300,29160.0,29.16 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,320,31104.0,31.1 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,340,33048.0,33.05 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,360,34992.0,34.99 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,380,36936.0,36.94 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,400,38880.0,38.88 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,420,40824.0,40.82 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,440,42768.0,42.77 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,460,44712.0,44.71 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,480,46656.0,46.66 tỷ
"Phường 9, Quận 3",Đất thổ cư,97.2,500,48600.0,48.6 tỷ
"Phường 9, Quận 3",Chung cư,56.7,30,1701.0,1.7 tỷ
"Phường 9, Quận 3",Chung cư,56.7,50,2835.0,2.83 tỷ
"Phường 9, Quận 3",Chung cư,56.7,70,3969.0,3.97 tỷ
"Phường 9, Quận 3",Chung cư,56.7,90,5103.0,5.1 tỷ
"Phường 9, Quận 3",Chung cư,56.7,110,6237.0,6.24 tỷ
"Phường 9, Quận 3",Chung cư,56.7,130,7371.0,7.37 tỷ
"Phường 9, Quận 3",Chung cư,56.7,150,8505.0,8.51 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,60,18300.0,18.3 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,80,24400.0,24.4 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,100,30500.0,30.5 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,120,36600.0,36.6 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,140,42700.0,42.7 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,160,48800.0,48.8 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,180,54900.0,54.9 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,200,61000.0,61.0 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,220,67100.0,67.1 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,240,73200.0,73.2 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,260,79300.0,79.3 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,280,85400.0,85.4 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,300,91500.0,91.5 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,320,97600.0,97.6 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,340,103700.0,103.7 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,360,109800.0,109.8 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,380,115900.0,115.9 tỷ
"Phường 10, Quận 3",Nhà mặt tiền,305.0,400,122000.0,122.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,200,70000.0,70.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,220,77000.0,77.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,240,84000.0,84.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,260,91000.0,91.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,280,98000.0,98.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,300,105000.0,105.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,320,112000.0,112.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,340,119000.0,119.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,360,126000.0,126.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,380,133000.0,133.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,400,140000.0,140.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,420,147000.0,147.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,440,154000.0,154.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,460,161000.0,161.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,480,168000.0,168.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,500,175000.0,175.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,520,182000.0,182.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,540,189000.0,189.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,560,196000.0,196.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,580,203000.0,203.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,600,210000.0,210.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,620,217000.0,217.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,640,224000.0,224.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,660,231000.0,231.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,680,238000.0,238.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,700,245000.0,245.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,720,252000.0,252.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,740,259000.0,259.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,760,266000.0,266.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,780,273000.0,273.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,800,280000.0,280.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,820,287000.0,287.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,840,294000.0,294.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,860,301000.0,301.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,880,308000.0,308.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,900,315000.0,315.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,920,322000.0,322.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,940,329000.0,329.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,960,336000.0,336.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,980,343000.0,343.0 tỷ
"Phường 10, Quận 3",Biệt thự,350.0,1000,350000.0,350.0 tỷ
"Phường 10, Quận 3",Nhà hẻm,145.0,40,5800.0,5.8 tỷ
"Phường 10, Quận 3",Nhà hẻm,145.0,60,8700.0,8.7 tỷ
"Phường 10, Quận 3",Nhà hẻm,145.0,80,11600.0,11.6 tỷ
"Phường 10, Quận 3",Nhà hẻm,145.0,100,14500.0,14.5 tỷ
"Phường 10, Quận 3",Nhà hẻm,145.0,120,17400.0,17.4 tỷ
"Phường 10, Quận 3",Nhà hẻm,145.0,140,20300.0,20.3 tỷ
"Phường 10, Quận 3",Nhà hẻm,145.0,160,23200.0,23.2 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,60,5400.0,5.4 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,80,7200.0,7.2 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,100,9000.0,9.0 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,120,10800.0,10.8 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,140,12600.0,12.6 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,160,14400.0,14.4 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,180,16200.0,16.2 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,200,18000.0,18.0 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,220,19800.0,19.8 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,240,21600.0,21.6 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,260,23400.0,23.4 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,280,25200.0,25.2 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,300,27000.0,27.0 tỷ
"Phường 10, Quận 3",Đất thổ cư,90.0,320,28800.0,28.8 tỷ
